2,1
1,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
201,101
202,102
204,103
203,104
101,201
103,202
104,203
102,204
303,301
304,302
305,303
301,304
306,305
307,306
406,401
404,402
402,403
401,404
405,405
403,406
501,501
502,502
503,503
507,504
505,505
506,506
504,507
606,601
605,602
604,603
601,604
603,605
602,606
705,701
702,702
704,703
701,704
703,705
801,801
802,802
803,803
903,901
902,902
901,903
904,904
905,905
1003,1001
1001,1002
1002,1003
1004,1004
1105,1101
1104,1102
1102,1103
1106,1104
1101,1105
1103,1106
1203,1201
1201,1202
1202,1203
1205,1204
1303,1301
1302,1302
1304,1303
1305,1304
1301,1305
20101,10101
20105,10102
20103,10103
20102,10104
20106,10105
20104,10106
20107,10107
20202,10201
20201,10202
20203,10203
20408,10301
20406,10302
20407,10303
20401,10304
20402,10305
20409,10306
20404,10307
20405,10308
20403,10309
20301,10401
20302,10402
10117,20101
10111,20102
10108,20103
10114,20104
10118,20105
10109,20106
10112,20107
10113,20108
10115,20109
10116,20110
10110,20111
10307,20201
10306,20202
10305,20203
10304,20204
10303,20205
10302,20206
10301,20207
10404,20301
10402,20302
10407,20303
10403,20304
10406,20305
10401,20306
10405,20307
10408,20308
10201,20401
10202,20402
10203,20403
10204,20404
10205,20405
30202,30101
30207,30102
30204,30103
30206,30104
30304,30105
30303,30106
30302,30107
30209,30108
30201,30109
30205,30110
30203,30111
30408,30201
30409,30202
30402,30203
30405,30204
30407,30205
30403,30206
30404,30207
30406,30208
30501,30301
30502,30302
30503,30303
30505,30304
30504,30305
30507,30306
30510,30307
30509,30308
30506,30309
30513,30310
30511,30311
30512,30312
30508,30313
30514,30314
30515,30315
30101,30401
30108,30402
30104,30403
30103,30404
30102,30405
30109,30406
30105,30407
30107,30408
30106,30409
30110,30410
30601,30501
30603,30502
30606,30503
30605,30504
30607,30505
30604,30506
30602,30507
30703,30601
30704,30602
30702,30603
30705,30604
30708,30605
30707,30606
30706,30607
30701,30608
40601,40101
40602,40102
40603,40103
40604,40104
40605,40105
40606,40106
40607,40107
40401,40201
40403,40202
40405,40203
40402,40204
40408,40205
40407,40206
40404,40207
40406,40208
40201,40301
40202,40302
40204,40303
40203,40304
40205,40305
40206,40306
40101,40401
40102,40402
40103,40403
40104,40404
40501,40501
40502,40502
40504,40503
40503,40504
40505,40505
40507,40506
40506,40507
40312,40601
40305,40602
40301,40603
40310,40604
40308,40605
40311,40606
40303,40607
40318,40608
40315,40609
40302,40610
40317,40611
40307,40612
40313,40613
40304,40614
40316,40615
40314,40616
40309,40617
40306,40618
50101,50101
50102,50102
50201,50201
50202,50202
50203,50203
50301,50301
50303,50302
50302,50303
50304,50304
50705,50401
50702,50402
50704,50403
50706,50404
50509,50501
50508,50502
50504,50503
50502,50504
50505,50505
50602,50601
50604,50602
50603,50603
